Date,Time,Precip,Air max,min,Soil max,min,Solar,ETo,RH max,min
19990514,23:59,0,62,39,61,52,660,0.2,98.6,53.2
19990515,23:59,0,62,38,61,52,671,0.2,97,45.6
19990516,23:59,0,70,31,63,51,683,0.2,97.9,40.9
19990517,23:59,0,77,41,65,53,688,0.22,94.7,40.7
19990518,23:59,0,70,47,66,56,654,0.2,96.2,62.8
19990519,23:59,0,61,49,63,57,610,0.18,92.3,64.5
19990520,23:59,0,59,43,61,55,532,0.16,96.3,65.5
19990521,23:59,0,74,40,65,51,670,0.21,99.6,47.2
19990522,23:59,0,68,34,64,54,670,0.21,99.1,64.9
19990523,23:59,0,66,46,64,57,511,0.15,98.1,70.8
19990524,23:59,0,70,49,65,56,569,0.17,98.4,68.4
19990525,23:59,0,73,47,66,56,610,0.19,99.2,47.6
19990526,23:59,0,68,46,66,57,570,0.16,99.9,64.2
19990527,23:59,0,70,46,66,57,577,0.17,99.1,56.4
19990528,23:59,0,67,45,65,56,591,0.17,100,61.4
19990529,23:59,0,56,45,59,55,246,0.06,98.9,77.2
19990530,23:59,0,68,48,66,56,682,0.21,93.2,61.6
19990531,23:59,0,66,46,64,56,492,0.15,97.6,64
19990601,23:59,0,63,46,65,56,522,0.16,97.5,69.1
19990602,23:59,0,58,49,61,56,521,0.15,96.1,63.4
19990603,15:00,0,67,49,,,556,0.14,92.5,58.8
19990604,23:59,0,63,47,64,55,631,0.18,97,69.3
19990605,23:59,0,71,49,66,57,593,0.18,99.1,59.1
19990606,23:59,0,72,44,66,56,712,0.23,100,39.3
19990607,23:59,0,66,39,65,53,742,0.23,97.1,45
19990608,23:59,0,68,40,66,53,740,0.22,98,36.3
19990609,23:59,0,68,41,65,53,737,0.22,98.8,53.3
19990610,23:59,0,72,42,67,54,729,0.22,99,48.3
19990611,23:59,0,74,44,67,55,705,0.22,100,44
19990612,23:59,0,77,44,68,54,693,0.22,100,45.4
19990613,23:59,0,80,48,70,57,713,0.23,99.3,40.6
19990614,23:59,0,77,50,72,59,727,0.23,99.1,53.1
19990615,23:59,0,75,51,72,60,711,0.23,98.9,49.2
19990616,23:59,0,74,45,69,56,667,0.21,100,49
19990617,23:59,0,78,46,71,56,695,0.23,100,46.4
19990618,23:59,0,80,45,72,57,726,0.24,100,41.6
19990619,23:59,0,78,47,71,56,747,0.24,100,35.3
19990620,23:59,0,76,45,70,56,718,0.23,100,40.9
19990621,23:59,0,74,50,71,59,694,0.22,98.3,55.2
19990622,23:59,0,73,51,70,60,700,0.22,100,65.7
19990623,23:59,0,75,49,70,57,723,0.24,100,54.7
19990624,23:59,0,76,51,71,60,682,0.22,98.1,54.6
19990625,23:59,0,77,48,71,57,705,0.23,100,34.6
19990626,23:59,0,75,45,71,57,760,0.24,100,44
19990627,23:59,0,85,46,73,55,739,0.26,100,39.1
19990628,23:59,0,89,50,73,57,747,0.28,99.2,33.8
19990629,23:59,0,86,51,74,58,749,0.29,96.8,38.5
19990630,23:59,0,85,51,73,59,729,0.28,98.1,40.8
19990701,23:59,0,78,51,73,60,732,0.24,99.7,51.6
19990702,23:59,0,70,48,71,59,703,0.22,99.2,56.8
19990703,23:59,0,70,46,70,56,732,0.24,97.5,44.1
19990704,23:59,0,79,44,72,55,757,0.24,98.2,36.8
19990705,23:59,0,83,46,73,56,760,0.27,97.9,33.8
19990706,23:59,0,77,45,71,57,696,0.22,100,47.6
19990707,23:59,0,86,47,74,56,752,0.25,100,35
19990708,23:59,0,83,51,74,59,744,0.28,95.6,37.5
19990709,23:59,0,85,46,71,57,732,0.27,100,23
19990710,23:59,0,85,48,70,58,657,0.24,100,32.7
19990711,23:59,0,96,51,74,59,707,0.29,98.9,19.2
19990712,23:59,0,94,61,75,65,661,0.3,83,26.1
19990713,23:59,0,90,59,74,66,661,0.29,92.7,20.9
19990714,23:59,0,72,53,71,64,672,0.21,100,66.8
19990715,23:59,0,67,52,68,62,583,0.17,98.9,70.8
19990716,23:59,0,72,49,69,61,632,0.2,99,56.1
19990717,23:59,0,75,48,70,61,655,0.21,100,41.4
19990718,23:59,0,70,45,69,58,734,0.22,98.9,59.8
19990719,23:59,0,68,49,69,61,688,0.22,96.6,61.6
19990720,23:59,0,68,52,70,61,691,0.22,95,59.2
19990721,23:59,0,73,51,71,62,677,0.22,96.6,55.4
19990722,23:59,0,74,49,72,60,639,0.2,99.7,56.3
19990723,23:59,0,68,50,68,61,553,0.17,97.8,62.3
19990724,23:59,0,75,51,74,61,702,0.22,97.6,51.5
19990725,23:59,0,74,49,71,60,650,0.2,100,56.8
19990726,23:59,0,71,50,70,61,598,0.18,100,57.5
19990727,23:59,0,67,54,68,62,584,0.17,96.8,67.5
19990728,23:59,0,71,50,69,61,626,0.2,95.6,58.8
19990729,23:59,0,77,49,71,61,648,0.22,97.9,47.5
19990730,23:59,0,79,53,73,61,696,0.24,95.5,37.6
19990731,23:59,0,76,49,71,59,694,0.22,98.3,47.4
19990801,23:59,0,80,49,73,59,687,0.22,99.6,50.1
19990802,23:59,0,83,56,74,63,673,0.23,98.8,50
19990803,23:59,0,82,55,74,62,688,0.23,99.2,51
19990804,23:59,0,75,52,71,62,589,0.18,100,60.1
19990805,23:59,0,65,53,67,63,399,0.11,98.6,82.1
19990806,23:59,0,70,55,70,63,515,0.17,95.4,66.9
19990807,23:59,0,72,54,70,62,587,0.2,94.5,58.7
19990808,23:59,0,73,54,70,62,545,0.18,95.7,63.1
19990809,23:59,0,72,54,68,63,369,0.11,97.2,64.7
19990810,23:59,0,68,52,67,61,443,0.14,98.2,74.3
19990811,23:59,0,74,58,70,63,450,0.14,94.5,62.3
19990812,23:59,0,77,55,73,63,621,0.2,91.6,55.7
19990813,23:59,0,77,53,73,62,672,0.21,97.4,49.3
19990814,23:59,0,74,49,70,59,667,0.22,100,51.4
19990815,23:59,0,75,47,71,57,667,0.2,98.7,50.4
19990816,23:59,0,78,52,71,62,617,0.2,99.1,49.3
19990817,23:59,0,74,51,70,62,630,0.21,98.4,47.8
19990818,23:59,0,74,50,70,61,589,0.18,97.8,55.7
19990819,23:59,0,80,48,72,59,645,0.21,100,45.7
19990820,23:59,0,83,39,72,59,654,0.21,98.2,39.5
19990821,23:59,0,87,50,73,61,631,0.21,100,43
19990822,23:59,0,93,53,74,61,636,0.25,97,32.6
19990823,23:59,0,82,51,71,62,610,0.21,100,40.8
19990824,23:59,0,82,50,71,60,615,0.21,100,43.4
19990825,23:59,0,95,50,73,61,613,0.23,100,32.9
19990826,23:59,0,88,52,69,61,343,0.11,99.8,44.7
19990827,23:59,0,76,54,69,61,608,0.19,100,61
19990828,23:59,0,81,54,71,63,556,0.18,100,54.5
19990829,23:59,0,81,52,70,62,555,0.18,100,51.7
19990830,23:59,0,74,51,70,62,596,0.2,100,40.5
19990831,23:59,0,76,47,69,58,612,0.21,95.5,34.2
19990901,23:59,0,74,45,67,57,587,0.19,95.5,36
19990902,23:59,0,71,49,69,58,589,0.19,97.7,58.7
19990903,23:59,0,73,50,67,60,553,0.18,99.4,46.8
19990904,23:59,0,81,45,68,57,530,0.17,100,44
19990905,23:59,0,90,47,69,56,578,0.21,100,33.5
19990906,23:59,0,77,46,68,57,582,0.18,100,53.2
19990907,23:59,0,74,53,68,60,523,0.16,100,63.7
19990908,23:59,0,75,55,67,61,482,0.16,99,52.1
19990909,23:59,0,74,52,69,61,518,0.16,98.3,57.6
19990910,23:59,0,73,51,68,60,485,0.15,98.2,59.4
19990911,23:59,0,72,50,67,59,512,0.15,99.9,65.5
19990912,23:59,0,75,53,68,61,529,0.16,100,58.8
19990913,23:59,0,73,52,67,61,472,0.14,98.7,57.4
19990914,23:59,0,77,49,68,59,481,0.15,100,52.7
19990915,23:59,0,77,51,68,60,459,0.14,100,59.6
19990916,23:59,0,72,48,67,59,377,0.11,100,60.6
19990917,23:59,0,69,50,66,59,442,0.13,99.4,62.4
19990918,23:59,0,69,49,66,59,383,0.11,99.2,63.2
19990919,23:59,0,67,52,65,60,322,0.1,96.2,67.9
19990920,23:59,0,76,34,68,56,504,0.16,99.7,52.3
19990921,23:59,0,83,48,69,57,503,0.16,100,52.3
19990922,23:59,0,86,53,69,60,320,0.1,99.2,45.1
19990923,23:59,0,81,54,69,61,378,0.11,99.6,56.6
19990924,23:59,0,79,52,68,61,446,0.14,100,51.7
19990925,23:59,0,90,48,70,59,488,0.16,100,38.6
19990926,23:59,0,96,50,70,59,507,0.18,98.4,19.5
19990927,23:59,0,94,50,71,59,505,0.19,84.7,17.3
19990928,23:59,0,93,47,69,57,501,0.17,93.5,14.1
19990929,23:59,0,92,50,69,57,430,0.16,88.1,26.2
19990930,23:59,0,93,53,70,58,442,0.18,99.5,28.3
19991001,23:59,0,80,45,66,56,457,0.16,100,33.3
19991002,23:59,0,70,44,64,56,424,0.13,100,59.9
19991003,23:59,0,70,47,65,57,387,0.12,99.5,63.4
19991004,23:59,0,69,50,65,58,377,0.12,97.2,57
19991005,23:59,0,73,44,65,54,437,0.13,99.7,51
19991006,23:59,0,71,50,67,59,383,0.12,98.2,64
19991007,23:59,0,82,48,67,56,448,0.14,100,34.4
19991008,23:59,0,91,48,67,56,445,0.14,95.2,23.4
19991009,23:59,0,93,50,68,57,444,0.15,85,25.2
19991010,23:59,0,92,33,68,58,433,0.16,86.3,28.2
19991011,23:59,0,78,37,68,57,436,0.15,98.8,46.5
19991012,23:59,0,84,44,66,55,426,0.13,100,41.6
19991013,23:59,0,83,46,66,55,393,0.13,100,43.5
19991014,15:00,0,87,49,,,374,0.12,100,39.1
19991015,23:59,0,85,46,65,56,405,0.13,100,28.7
19991016,23:59,0,87,42,63,53,405,0.15,99.1,13.5
19991017,23:59,0,78,46,65,54,392,0.15,79.8,30.3
19991018,23:59,0,82,43,64,53,349,0.12,97.4,24.4
19991019,23:59,0,84,42,63,52,362,0.11,94.4,23.2
19991020,23:59,0,86,43,64,53,373,0.13,86.3,27
19991021,23:59,0,90,45,65,54,370,0.13,85.6,20.2
19991022,23:59,0,76,43,62,53,348,0.11,98.5,38.2
19991023,23:59,0,68,46,61,55,306,0.08,100,60.7
19991024,23:59,0,76,46,63,55,342,0.09,100,43.6
19991025,23:59,0,79,38,63,53,334,0.1,100,36.3
19991026,23:59,0,73,43,62,53,344,0.1,100,47.8
19991027,23:59,0,71,45,63,54,309,0.08,100,68.4
19991028,23:59,0.16,68,49,62,56,312,0.09,100,55.3
19991029,23:59,0.01,75,40,60,52,360,0.1,96.6,28.1
19991030,23:59,0,83,39,60,50,357,0.12,86.8,20.7
19991031,23:59,0,83,42,61,51,347,0.11,83.3,27
19991101,23:59,0,82,44,62,53,334,0.1,86.2,29.8
19991102,23:59,0,71,42,61,52,343,0.09,98.3,56.5
19991103,23:59,0,71,46,61,55,242,0.05,99.6,55.1
19991104,23:59,0,81,41,61,52,329,0.09,100,32.2
19991105,23:59,0,67,45,61,54,288,0.07,100,70
19991106,23:59,0.04,66,48,61,56,280,0.07,95.2,65.4
19991107,23:59,0.39,71,43,61,52,228,0.07,100,50
19991108,23:59,0.03,66,45,60,54,235,0.05,99.1,66.4
19991109,23:59,0,65,41,58,51,264,0.07,100,51.1
19991110,23:59,0,69,42,58,51,260,0.07,97.7,53.5
19991111,23:59,0,73,44,59,52,299,0.07,100,48.4
19991112,23:59,0.02,79,43,59,51,295,0.07,100,41.6
19991113,23:59,0.03,75,45,59,52,270,0.06,100,48.3
19991114,23:59,0.01,62,45,58,53,148,0.03,100,80
19991115,23:59,0,71,45,59,52,292,0.07,100,62.1
19991116,23:59,0.15,67,47,59,54,174,0.04,100,67.3
19991117,23:59,0.07,61,45,57,53,225,0.04,100,63.1
19991118,23:59,0,65,39,56,50,270,0.05,100,59.8
19991119,23:59,0.39,60,37,55,48,81,0,100,76.6
19991120,23:59,0,61,47,57,53,158,0.02,100,76.8
19991121,23:59,0.03,59,39,54,50,282,0.06,100,58.1
19991122,23:59,0,61,34,53,47,286,0.06,97.5,35.3
19991123,23:59,0,62,32,52,46,268,0.05,97.9,39.1
19991124,23:59,0,62,32,52,45,246,0.05,100,51.3
19991125,23:59,0,67,36,53,46,271,0.06,97.7,48.4
19991126,23:59,0,60,39,54,48,186,0.03,100,77.4
19991127,23:59,0,67,39,55,49,250,0.05,100,59.6
19991128,23:59,0.01,59,39,54,48,164,0.02,100,80.2
19991129,23:59,0,64,43,54,49,124,0.02,100,68.1
19991130,23:59,0.07,61,46,55,53,194,0.04,100,68.1
19991201,23:59,0,60,42,54,50,236,0.05,100,60.3
19991202,23:59,0,62,38,54,49,232,0.05,100,69.5
19991203,23:59,0,60,37,51,47,255,0.07,94.3,34.1
19991204,23:59,0,62,32,50,44,258,0.06,94.3,38.8
19991205,23:59,0,64,31,51,44,249,0.06,96.2,36.3
19991206,23:59,0,63,35,52,46,225,0.05,99.3,52.1
19991207,23:59,0.01,58,40,52,48,157,0.04,97.5,64.3
19991208,23:59,0,60,32,50,45,222,0.05,98.4,32.6
19991209,23:59,0.06,55,38,50,46,128,0.02,98.8,74.5
19991210,23:59,0,57,39,50,46,250,0.05,97.1,49.7
19991211,23:59,0,64,29,50,43,249,0.05,99.3,42.7
19991212,23:59,0,66,33,50,44,234,0.05,99.9,47.3
19991213,23:59,0.01,57,38,51,47,216,0.05,98.9,52.5
19991214,23:59,0,61,28,49,43,244,0.05,98.2,33.6
19991215,23:59,0,64,29,48,42,249,0.06,93.7,33.8
19991216,23:59,0.05,63,28,48,42,255,0.05,96.4,34.6
19991217,23:59,0,71,32,49,42,248,0.06,92.8,30.3
19991218,23:59,0.02,66,34,51,44,243,0.05,97.8,51.8
19991219,23:59,0,69,31,50,43,241,0.08,100,28.1
19991220,23:59,0,76,40,52,46,246,0.07,86.9,26.5
19991221,23:59,0.04,72,35,51,44,243,0.07,92.3,34.9
19991222,23:59,0,69,35,50,44,242,0.07,89.9,25.9
19991223,23:59,0,72,30,49,42,249,0.06,92.6,20.9
19991224,23:59,0.02,71,31,49,42,242,0.06,89.2,28.1
19991225,23:59,0,72,31,49,42,244,0.06,92.4,30.9
19991226,23:59,0.03,72,31,48,42,253,0.06,91.9,25.2
19991227,23:59,0,71,32,49,42,220,0.06,94.1,31
19991228,23:59,0.03,72,31,49,42,245,0.06,93.2,28.8
19991229,23:59,0,71,31,49,41,251,0.06,89.3,24.1
19991230,23:59,0.03,59,32,49,42,243,0.05,97.8,47.4
19991231,23:59,0.03,54,38,49,45,149,0.03,99.5,71
20000101,23:59,0,52,42,50,47,70,0.01,90.8,71
20000102,23:59,0,56,38,49,45,256,0.05,96.2,47.8
20000103,23:59,0.02,61,33,49,43,251,0.05,97.6,40.7
20000104,23:59,0.01,60,30,48,42,198,0.03,96.6,53
20000105,23:59,0.02,61,34,50,45,255,0.06,99.1,39
20000106,23:59,0.01,64,28,48,41,231,0.05,87.2,25.7
20000107,23:59,0,62,34,49,43,230,0.06,86,30.6
20000108,23:59,0,62,30,49,42,237,0.04,100,51.4
20000109,23:59,0,60,39,51,47,196,0.04,100,63.9
20000110,23:59,0,61,35,51,45,213,0.04,100,70.9
20000111,23:59,0.09,61,42,53,48,178,0.03,100,76.4
20000112,23:59,0,56,41,52,49,110,0.01,100,77.7
20000113,23:59,0,60,35,51,45,239,0.04,100,74.5
20000114,23:59,0,58,37,51,46,113,0.01,100,75.7
20000115,23:59,0.01,69,48,52,49,77,0.03,97,44.1
20000116,23:59,0.58,62,47,53,50,183,0.04,96.1,58.4
20000117,23:59,0.35,58,48,52,50,63,0,100,89.4
20000118,23:59,0.26,68,50,57,52,174,0.03,100,83.5
20000119,23:59,0.05,65,48,56,51,144,0.02,100,90.7
20000120,23:59,0.13,59,44,55,52,124,0.02,100,67.8
20000121,23:59,0,61,38,53,48,264,0.05,100,68
20000122,23:59,0.04,64,41,54,49,267,0.05,100,61.3
20000123,23:59,1.96,56,51,54,52,50,,100,92.2
20000124,23:59,0.76,60,54,55,53,74,0,100,97.3
20000125,23:59,0.23,59,52,56,54,153,0.02,100,84.2
20000126,23:59,0,57,43,54,52,213,0.04,98.1,71.3
20000127,23:59,0,62,39,53,49,285,0.06,100,59.1
20000128,23:59,0,62,35,,,292,0.04,100,65.2
20000129,23:59,0,61,37,52,47,219,0.04,100,64.1
20000130,23:59,0.21,58,44,52,49,82,0.01,100,84.1
20000131,23:59,0,61,46,54,50,180,0.04,99.6,62.7
20000201,23:59,0,69,43,56,50,308,0.07,100,61.7
20000202,23:59,0,73,44,56,50,330,0.07,100,54.9
20000203,23:59,0.07,72,45,54,50,204,0.08,99.7,24.1
20000204,23:59,0,58,43,53,50,155,0.02,100,75.4
20000205,23:59,0.05,65,43,55,50,203,0.04,100,60.8
20000206,23:59,0,70,46,57,52,304,0.07,100,63.3
20000207,23:59,0.01,67,45,56,52,235,0.04,100,69.9
20000208,23:59,0,69,44,56,51,274,0.06,100,58
20000209,23:59,0.15,57,48,55,53,90,0,100,89.5
20000210,23:59,0.4,61,45,55,52,199,0.04,100,61.9
20000211,23:59,0.91,58,43,54,51,116,0.01,100,80.9
20000212,23:59,0.02,57,43,54,51,177,0.03,99.4,84.4
20000213,23:59,1.32,61,49,55,52,59,,100,85.4
20000214,23:59,0.27,62,46,56,53,244,0.07,98.8,68.3
20000215,23:59,0,63,39,55,50,294,0.07,100,68.2
20000216,23:59,0.35,58,40,54,52,154,0.03,99.9,69.7
20000217,23:59,0,59,39,54,50,355,0.07,100,63.4
20000218,23:59,0,64,41,54,49,356,0.08,99.7,56.6
20000219,23:59,0,66,41,54,49,225,0.05,99.3,60.2
20000220,23:59,0.21,66,46,56,52,230,0.08,93,57.3
20000221,23:59,0.02,64,49,55,51,290,0.08,88.4,54.1
20000222,23:59,0.75,56,49,53,52,78,0.01,98.1,81.1
20000223,23:59,0.38,56,37,53,51,248,0.05,99.3,65.4
20000224,23:59,0.03,51,37,52,49,150,0.02,100,71
20000225,23:59,0.01,60,45,54,50,236,0.05,98.4,72.7
20000226,23:59,0.02,65,47,56,52,315,0.07,100,72.4
20000227,23:59,0.67,56,46,55,53,250,0.07,100,77.6
20000228,23:59,0,56,44,54,51,198,0.05,96.6,64.5
20000229,23:59,0.07,57,46,54,51,282,0.07,98.6,70.8
20000301,23:59,0,63,38,55,49,404,0.09,100,56.3
20000302,23:59,0.04,55,45,54,51,132,0.02,98.2,77.6
20000303,23:59,0,64,42,56,50,404,0.1,97.4,61.9
20000304,23:59,0.04,59,42,55,50,295,0.07,99.3,75.1
20000305,23:59,0.23,54,45,54,51,287,0.08,100,70.4
20000306,23:59,0,55,42,53,50,243,0.04,96,64.2
20000307,23:59,0.06,54,41,52,49,110,0.02,94.9,70
20000308,23:59,0.28,56,40,53,49,243,0.05,98.2,58.9
20000309,23:59,0.02,59,41,55,50,336,0.08,97.9,66.1
20000310,23:59,0,65,34,55,48,469,0.12,100,46.6
20000311,23:59,0,69,40,57,49,461,0.12,98,54.4
20000312,23:59,0,70,40,58,51,465,0.12,100,48.4
20000313,23:59,0,69,41,58,51,473,0.12,99.1,55.3
20000314,15:00,0,75,46,,,444,0.09,100,63.3
20000315,23:59,0.01,76,45,60,53,530,0.14,100,36.4
20000316,23:59,0,69,44,59,53,445,0.13,92.2,53.3
20000317,23:59,0,72,43,59,51,535,0.15,92.9,35.5
20000318,23:59,0,78,40,61,52,535,0.15,96,42.2
20000319,23:59,0,63,42,59,54,390,0.11,95.5,51.7
20000320,23:59,0,65,37,57,50,555,0.19,92.2,27.3
20000321,23:59,0,73,40,59,50,571,0.17,83.6,23.2
20000322,23:59,0,73,38,60,50,543,0.17,90.2,33.5
20000323,23:59,0.01,64,41,59,52,520,0.14,95.5,67.3
20000324,23:59,0,62,37,58,50,520,0.13,99.5,62.7
20000325,23:59,0,64,38,59,51,477,0.13,99,60.6
20000326,23:59,0,64,37,59,50,519,0.14,100,58.5
20000327,23:59,0,57,41,56,52,240,0.06,98,70.2
20000328,23:59,0,60,41,58,51,486,0.14,93.4,59.4
20000329,23:59,0.09,64,38,59,49,583,0.15,98.9,51.6
20000330,23:59,0.07,74,38,61,49,590,0.17,100,35.1
20000331,23:59,0.08,82,39,60,50,601,0.21,91.1,15.3
20000401,23:59,0.06,84,39,63,51,609,0.19,88.2,18.9
20000402,23:59,0.09,87,43,64,52,604,0.2,92.6,29.9
20000403,23:59,0,67,43,62,53,604,0.15,100,73.5
20000404,23:59,0.11,65,45,62,56,454,0.13,99.3,67.9
20000405,23:59,0.04,67,43,62,55,501,0.14,99.9,64.6
20000406,23:59,0,68,43,63,54,551,0.15,100,54.1
20000407,23:59,0.01,77,38,63,52,557,0.16,100,44
20000408,23:59,0.04,63,42,62,54,527,0.14,99.4,64.3
20000409,23:59,0.07,68,48,64,56,557,0.16,94.8,59.6
20000410,23:59,0,71,40,,,602,0.17,98,57.9
20000411,23:59,0,79,45,65,54,590,0.19,100,43.3
20000412,23:59,0,73,49,63,56,476,0.16,97.3,43.3
20000413,23:59,0,64,51,63,57,465,0.14,99.4,74.5
20000414,23:59,0,64,47,61,56,411,0.11,96.3,69.3
20000415,23:59,0,63,50,62,56,437,0.13,95,61.8
20000416,23:59,0,63,51,59,55,186,0.07,87.8,62
20000417,23:59,0.35,60,45,,,324,0.08,99.1,56.1
20000418,23:59,0,67,39,63,51,679,0.19,98.8,41.6
20000419,23:59,0,69,39,,,627,0.19,99,36
20000420,23:59,0.03,74,42,,,624,0.19,98,45
20000421,23:59,0.09,67,45,,,635,0.19,95,67
20000422,23:59,0,66,47,,,516,0.15,91,67
20000423,23:59,0.01,65,40,,,670,0.2,97,53
20000424,23:59,0,75,39,,,648,0.2,100,40
20000425,23:59,0,76,41,,,658,0.2,92,42
20000426,23:59,0,85,45,,,675,0.23,99,33
20000427,23:59,0.06,71,45,,,617,0.19,83,50
20000428,23:59,0.04,65,43,64,55,606,0.21,87.8,36.4
20000429,23:59,0,70,37,67,52,693,0.2,97.9,43.4
20000430,23:59,0.09,82,41,68,54,693,0.23,96.7,34.3
20000501,23:59,0.01,76,44,68,55,639,0.21,94.7,35.1
20000502,23:59,0.06,74,51,71,60,654,0.2,98.7,62.8
20000503,23:59,0.09,76,50,70,60,684,0.21,99.8,42.5
20000504,23:59,0.1,73,50,69,59,676,0.22,98.5,45.4
20000505,23:59,0,70,48,,,617,0.19,96.5,59.6
20000506,23:59,0.03,65,45,65,56,499,0.15,94.5,55.9
20000507,23:59,0.07,63,52,63,58,220,0.04,100,77.8
20000508,23:59,0,71,55,,,443,0.12,100,73.6
20000509,23:59,0,70,54,69,60,635,0.19,96.9,54.7
20000510,23:59,0,61,47,64,57,490,0.15,85.5,34.8
20000511,23:59,0,66,41,67,53,715,0.21,91.8,44.8
20000512,23:59,0,72,39,68,53,681,0.21,99.5,36.3
20000513,23:59,0,66,42,65,55,609,0.19,96.1,45
20000514,23:59,0,70,39,63,53,407,0.11,99.3,51.3
20000515,23:59,0,64,48,63,56,390,0.11,99.8,62.8
20000516,23:59,0,61,47,60,55,331,0.09,99.5,73.6
20000517,23:59,0,69,49,68,57,647,0.2,98.7,60.6
20000518,23:59,0,79,47,70,56,715,0.23,100,44
20000519,23:59,0,88,47,72,57,700,0.23,100,39.9
20000520,23:59,0,90,50,73,59,714,0.25,97.4,37.3
20000521,23:59,0,97,54,75,61,731,0.27,97.2,25.6
20000522,23:59,0,94,56,75,62,681,0.26,91.7,30.8
20000523,23:59,0,84,55,69,63,407,0.13,98.6,44.3
20000524,23:59,0,65,51,66,61,357,0.08,99.4,80.4
20000525,23:59,0,67,49,67,58,714,0.21,99.4,60.2
20000526,23:59,0,76,47,72,58,724,0.22,99.2,54.8
20000527,23:59,0,82,48,75,61,723,0.23,100,48.1
20000528,23:59,0,82,51,75,62,740,0.25,99.3,36.6
20000529,23:59,0,75,46,72,59,762,0.24,94.4,34.6
20000530,23:59,0,72,43,72,58,763,0.24,97.8,27.2
20000531,23:59,0,84,41,74,57,761,0.25,97.9,20.5
20000601,23:59,0,84,44,74,59,758,0.27,98.8,26.1
20000602,23:59,0,74,45,72,59,730,0.23,98.8,46
20000603,23:59,0,75,46,72,59,720,0.23,98.9,43.6
20000604,23:59,0,71,45,71,58,684,0.21,100,55.7
20000605,23:59,0,74,52,75,60,741,0.23,93.4,53
20000606,23:59,0,77,48,76,61,752,0.24,95.9,44.4
20000607,23:59,0,70,49,74,61,693,0.23,98.3,54.9
20000608,23:59,0,64,54,66,61,346,0.1,97.5,72.5
20000609,23:59,0,69,46,71,58,706,0.22,96.9,54.2
20000610,23:59,0,70,49,71,61,717,0.23,95.5,48.8
20000611,23:59,0,79,43,74,58,725,0.24,96.9,37.4
20000612,23:59,0,84,51,74,60,695,0.24,95,37.6
20000613,23:59,0,95,57,77,63,744,0.27,96.4,30.7
20000614,23:59,0,104,61,79,66,753,0.29,86.8,28.3
20000615,23:59,0,79,53,75,65,748,0.27,99.8,55
20000616,23:59,0,73,53,73,64,679,0.21,100,66.1
20000617,23:59,0,73,56,73,64,609,0.19,98.3,67.2
20000618,23:59,0,72,55,72,64,518,0.16,95,65.1
20000619,23:59,0,72,52,71,63,562,0.17,98.3,59.2
20000620,23:59,0,81,51,74,62,708,0.25,100,46.4
20000621,23:59,0,85,51,74,60,733,0.26,100,39.2
20000622,23:59,0,71,52,72,62,715,0.22,100,67.2
20000623,23:59,0,72,51,72,62,671,0.21,97.4,63.6
20000624,23:59,0,73,50,73,62,647,0.21,97.4,64.5
20000625,23:59,0,81,52,74,61,727,0.24,99.7,51.7
20000626,23:59,0,85,52,74,63,719,0.25,100,42.8
20000627,23:59,0,88,54,,,709,0.27,100,26.7
20000628,23:59,0,82,51,72,62,727,0.25,100,43.6
20000629,23:59,0,74,52,74,63,709,0.23,99.6,61.7
20000630,23:59,0,75,49,73,63,693,0.23,98.1,53.8
20000701,23:59,0,77,48,74,60,730,0.23,98.3,49.3
20000702,23:59,0,69,48,72,61,720,0.22,98.9,57.7
20000703,23:59,0,63,50,72,61,735,0.22,94.2,70.2
20000704,23:59,0,72,47,72,59,716,0.22,97.3,54.4
20000705,23:59,0,69,49,72,61,640,0.2,98.1,67
20000706,23:59,0,71,46,71,59,642,0.21,99.7,53.7
20000707,23:59,0,70,50,71,60,671,0.22,98.8,59.4
20000708,23:59,0,71,49,71,60,681,0.22,98.6,60.6
20000709,23:59,0,75,52,71,62,649,0.21,100,48.3
20000710,23:59,0,73,53,71,62,618,0.2,98.4,60.1
20000711,23:59,0,68,53,70,62,618,0.19,97.5,72.2
20000712,23:59,0,70,51,69,62,510,0.16,97.3,64.5
20000713,23:59,0,73,49,71,59,731,0.23,97.7,55.2
20000714,23:59,0,81,47,73,58,735,0.25,99.9,45.2
20000715,23:59,0,75,50,72,61,642,0.22,100,55.5
20000716,23:59,0,68,54,70,62,657,0.2,98.4,65.2
20000717,23:59,0,75,55,73,63,634,0.21,91.6,52.9
20000718,23:59,0,83,51,75,62,723,0.24,98,41.3
20000719,23:59,0,80,51,74,62,735,0.25,97.3,43.9
20000720,23:59,0,78,48,73,61,680,0.22,100,48.3
20000721,23:59,0,79,50,73,62,637,0.21,100,46
20000722,23:59,0,82,49,74,61,695,0.23,100,48.2
20000723,23:59,0,90,51,75,62,732,0.27,97.4,24.2
20000724,23:59,0,81,49,71,61,729,0.25,99.1,38.8
20000725,23:59,0,82,50,72,62,673,0.22,100,40.6
20000726,23:59,0,80,49,73,61,708,0.24,99.5,41
20000727,23:59,0,79,47,73,60,718,0.23,99.5,36.6
20000728,23:59,0,80,49,72,61,703,0.24,99.9,45.4
20000729,23:59,0,81,50,73,61,678,0.24,100,44.7
20000730,23:59,0,85,52,73,63,669,0.24,98.8,47.1
20000731,23:59,0,86,52,73,62,647,0.24,99.3,48.6
20000801,23:59,0,90,55,73,63,541,0.23,97.3,41.6
